RANK_2025,RANK_2024,Institution_Name,Location,Region,SIZE,FOCUS,RES.,STATUS,Academic_Reputation_Score,Academic_Reputation_Rank,Employer_Reputation_Score,Employer_Reputation_Rank,Faculty_Student_Score,Faculty_Student_Rank,Citations_per_Faculty_Score,Citations_per_Faculty_Rank,International_Faculty_Score,International_Faculty_Rank,International_Students_Score,International_Students_Rank,International_Research_Network_Score,International_Research_Network_Rank,Employment_Outcomes_Score,Employment_Outcomes_Rank,Sustainability_Score,Sustainability_Rank,Overall_Score
539,582,Applied Science University - Bahrain,Bahrain,Asia,S,FO,VH,B,23.5,377,25,380,39.3,398,2,701+,100,17,46.8,313,13.3,701+,11.3,701+,1.7,701+,22.8
539,481,Hitotsubashi University,Japan,Asia,M,SP,VH,A,14.4,601+,73,94,30.8,510,2.1,701+,19.8,600,20,539,7.5,701+,51.9,242,1.1,701+,22.8
539,586,Sunway University,Malaysia,Asia,S,CO,VH,B,13,601+,39.2,240,44,355,10.3,701+,35.9,443,33.2,404,51.1,701+,3.9,701+,27.3,468=,22.8
539,563,Universit de Fribourg,Switzerland,Europe,M,CO,VH,A,10.3,601+,3,601+,7.5,701+,25.4,493,99.9,84,38.3,368,58.3,654,40.6,314,51.8,310=,22.8
539,534,University of Salamanca,Spain,Europe,L,FC,VH,A,26.9,328,14.6,567,26,570,6.2,701+,6.9,701+,14.9,625,80,322,23.4,484,69.5,223=,22.8
544,523,Universidad de Zaragoza,Spain,Europe,L,FC,VH,A,21.3,413,5.1,601+,56.1,262,7,701+,4.5,701+,9,701+,89.5,174,10.7,701+,77.1,175,22.7
544,582,Universidad Pontificia Comillas,Spain,Europe,M,FO,VH,B,8.3,601+,71.6,97,38.3,415,2.2,701+,18.7,616,5,701+,9,701+,85.4,100,7.1,701+,22.7
547,621-630,Northwestern Polytechnical University,China (Mainland),Asia,XL,CO,VH,A,5.8,601+,3.2,601+,44.8,345,63.8,178,16.7,643,5.2,701+,53.4,701+,6.6,701+,2.4,701+,22.6
547,,Tashkent Institute of Irrigation and Agricultural Mechanization Engineers - National Research University (TIIAME-NRU),Uzbekistan,Asia,M,FO,VH,A,30.6,290,19.9,456,79,144,2.2,701+,26.3,522,4.1,701+,8.6,701+,15.1,659,9.5,678=,22.6
547,530,University of Genoa,Italy,Europe,L,FC,VH,A,18.8,479,4.9,601+,12.7,701+,43.7,314,5.4,701+,9.2,701+,81.2,304,10.5,701+,39.5,371=,22.6
547,1201-1400,University of Iceland,Iceland,Europe,M,CO,VH,,6.8,601+,2.5,601+,99.9,21,6.7,701+,25.7,525,10.3,701+,73.5,427,83.2,108,5.9,701+,22.6
547,641-650,University of Windsor,Canada,Americas,L,CO,VH,A,3.9,601+,3.9,601+,2.2,701+,36.2,378,88.7,199,83.8,159,51.1,701+,25.8,458,38.5,381=,22.6
261,290,United Arab Emirates University,United Arab Emirates,Asia,M,FC,VH,A,30.1,295,38.3,247,49.8,312,16.6,612,100,19,34.2,396,86.2,230,82,111,36.6,393=,39.4
552,,University of Tabriz,"Iran, Islamic Republic of",Asia,L,CO,VH,A,5.9,601+,5,601+,3.4,701+,81.7,104,1.5,701+,6.8,701+,71.8,453,5.3,701+,1.2,701+,22.5
554,551,Hasselt University ,Belgium,Europe,M,FO,VH,A,5.8,601+,3.3,601+,82.1,120,15.4,630,74.2,268,25.3,476,69.6,490,2.4,701+,26.8,473=,22.4
554,731-740,Jordan University of Science & Technology,Jordan,Asia,M,CO,VH,A,21,419,30.7,306,18.8,701+,5.6,701+,38.2,425,67.7,218,55.5,685,4.3,701+,24.5,492=,22.4
554,538,Universiti Utara Malaysia (UUM),Malaysia,Asia,M,SP,VH,A,22,402,25.4,373,38.8,406,8.2,701+,19.4,609,79.3,173,34.1,701+,12.3,701+,5.3,701+,22.4
554,691-700,University of Dhaka,Bangladesh,Asia,XL,FC,HI,A,23,390,45.6,201,11.2,701+,2.9,701+,1.6,701+,1,701+,52,701+,93.7,59,11.8,623=,22.4
554,542,University Ulm,Germany,Europe,M,FO,VH,A,7.4,601+,5.5,601+,78.5,147,31.2,422,39.6,420,21,528,61.1,615,2.9,701+,2.1,701+,22.4
559,534,Peter the Great St. Petersburg Polytechnic University,Russia,Europe,L,CO,VH,A,16,551,10.9,601+,74.3,171,2.9,701+,14.1,681,84,157,64.7,562,4.9,701+,11.2,642=,22.3
559,498,Ulster University,United Kingdom,Europe,L,CO,VH,A,8.1,601+,11.3,601+,9.6,701+,11.5,701+,99.8,91,77.6,182,73.4,431,6.8,701+,62.2,254=,22.3
559,601-610,Umm Al-Qura University ,Saudi Arabia,Asia,XL,FC,HI,A,20.7,423,12.8,601+,54.7,279,2.2,701+,100,80,16,606,59.7,635,6.7,701+,3.1,701+,22.3
562,452,Universit Claude Bernard Lyon 1,France,Europe,XL,FC,VH,A,18.1,502,3.7,601+,7.9,701+,48.3,276,7.4,701+,12,681,93.7,106,12.4,701+,11,644=,22.2
562,525,Universiti Teknologi Brunei,Brunei,Asia,S,FO,VH,A,15.4,570,6.3,601+,88.5,92,9.9,701+,100,63,5.8,701+,15.9,701+,14.7,671,1.4,701+,22.2
564,701-710,E_v_ Lor_d University,Hungary,Europe,L,CO,VH,A,23.3,382,22.6,414,10.7,701+,6.1,701+,5.2,701+,11,701+,71.3,464,60.9,198,61.9,258=,22.1
565,600,Nanjing University of Science and Technology,China (Mainland),Asia,L,FO,VH,A,5.7,601+,2.5,601+,8.9,701+,89.3,78,,,,,38.7,701+,3.7,701+,2.3,701+,22
565,444,University of Connecticut,United States,Americas,L,FC,VH,A,14.4,600,8.1,601+,18.2,701+,29.8,438,27.4,514,19.4,556,88,198,23.3,487,37.6,388=,22
567,571,Chiang Mai University,Thailand,Asia,XL,FC,HI,A,34.8,252,17.1,501,17.3,701+,4.2,701+,4.8,701+,4.2,701+,62.5,596,19.1,578,56.1,282=,21.9
567,577,Lebanese University,Lebanon,Asia,XL,FC,HI,A,29,304,34.4,274,10.1,701+,2.2,701+,43.8,402,29.5,435,43.7,701+,29.9,418,5.8,701+,21.9
567,526,MGIMO University,Russia,Europe,M,CO,HI,A,9.8,601+,25.4,372,100,18,1.3,701+,11.3,701+,41.3,346,5.7,701+,60,204,1,701+,21.9
570,556,"University of Chemistry and Technology, Prague",Czech Republic,Europe,S,FO,VH,A,5.6,601+,9.3,601+,98.4,44,13.5,661,23.9,547,78.4,179,34.9,701+,4.2,701+,3.4,701+,21.8
570,601-610,University of Szeged,Hungary,Europe,L,FC,HI,B,18.5,491,16.8,510,37,434,4.8,701+,11.8,701+,41.2,347,73.1,440,15,663,61.9,258=,21.8
570,741-750,University of the Punjab,Pakistan,Asia,XL,CO,VH,A,15.6,566,52.2,162,4.5,701+,11.6,701+,3.2,701+,1.3,701+,62.2,603,81.4,118,4.3,701+,21.8
573,461,Florida State University,United States,Americas,XL,FC,VH,A,25.6,346,18.1,485,7.2,701+,24.8,500,10,701+,4.2,701+,71.9,452,18.4,595,26.8,473=,21.6
574,556,Florida International University,United States,Americas,XL,FC,VH,A,15.3,573,22.5,417,11.8,701+,12.6,680,20.3,593,12.9,661,86.7,217,16.6,621,81.2,148=,21.5
574,671-680,University of Debrecen,Hungary,Europe,L,FC,HI,A,17.9,505,13.9,588,34,464,3.9,701+,10.6,701+,70,209,76.7,385,21.4,537,39.5,371=,21.5
576,586,National Research Tomsk Polytechnic University,Russia,Europe,M,FO,VH,A,8.9,601+,8.4,601+,95.1,61,3.7,701+,10.9,701+,82.8,163,62.7,592,2,701+,7.1,701+,21.4
576,509,Sogang University,South Korea,Asia,M,CO,VH,B,17.5,516,45.5,202,56.7,260,5.1,701+,7.1,701+,19.6,552,13.8,701+,16,635,17.7,557=,21.4
576,651-660,Southern Cross University ,Australia,Oceania,M,CO,VH,A,4.4,601+,2.8,601+,2.9,701+,46.3,299,81.1,234,44.8,327,44.2,701+,4.8,701+,48.2,327,21.4
576,567,Universidad Adolfo Ibáñez,Chile,Americas,M,SP,VH,B,20.6,428,57,141,4.7,701+,4.6,701+,36.9,433,3.9,701+,31.5,701+,53.3,237,2,701+,21.4
580,601-610,Jawaharlal Nehru University,India,Asia,M,CO,VH,A,31,287,14.4,571,10,701+,28.9,448,,,1.3,701+,47.4,701+,14.7,672,19.7,537=,21.3
580,631-640,Jinan University (China),China (Mainland),Asia,XL,FC,VH,A,5.2,601+,2.7,601+,8.9,701+,52.7,244,34,470,83.1,162,52.8,701+,6.5,701+,3.1,701+,21.3
580,621-630,Management and Science University,Malaysia,Asia,S,FO,VH,C,15.1,581,18.1,487,40.2,389,1.8,701+,97.3,126,99.4,51,12.1,701+,4.2,701+,1.2,701+,21.3
580,556,Politecnico di Bari,Italy,Europe,S,SP,VH,A,6.9,601+,4.8,601+,11.3,701+,76.5,129,4.6,701+,7.2,701+,46.6,701+,3.5,701+,1.3,701+,21.3
580,511,Universit Paul Sabatier Toulouse III,France,Europe,L,FO,VH,A,17.7,510,3.4,601+,38.5,411,28,465,5.1,701+,21.5,521,98.5,18,6,701+,10.3,658=,21.3
585,621-630,Institut Teknologi Sepuluh Nopember (ITS Surabaya),Indonesia,Asia,L,FO,VH,A,17.3,519,48.9,184,47.8,325,1.6,701+,47.5,376,5.3,701+,12,701+,13,701+,16.1,577=,21.2
585,545,Singapore Management University,Singapore,Asia,M,SP,VH,A,12.3,601+,14.2,578,10.2,701+,18.8,572,100,46,58.9,251,20.8,701+,27.1,443,26.3,478=,21.2
587,567,Bond University,Australia,Oceania,S,FO,VH,B,4.3,601+,4.6,601+,47.8,326,28.8,450,70.4,283,86.6,144,26.5,701+,8.4,701+,1,701+,21.1
587,771-780,Shoolini University of Biotechnology and Management Sciences,India,Asia,S,CO,VH,B,10,601+,14.9,561,8.1,701+,55.9,224,33.3,476,1.7,701+,44.8,701+,2,701+,16.3,570=,21.1
587,514,The University of Georgia,United States,Americas,XL,FC,VH,A,20.6,427,18.6,473,9.8,701+,24.4,504,6.7,701+,4.5,701+,83.7,267,21.5,531,30.7,440=,21.1
587,555,Universiti Teknologi MARA - UiTM,Malaysia,Asia,XL,FC,VH,A,30.8,288,40.4,234,17.6,701+,2.8,701+,1.7,701+,2.1,701+,68.6,503,3.6,701+,15.2,590=,21.1
587,621-630,University of Kwazulu-Natal,South Africa,Africa,XL,FC,VH,A,12.6,601+,10.2,601+,5.5,701+,24.5,503,24.5,544,1.6,701+,93.7,107,71.2,154,37.9,386=,21.1
592,721-730,Ain Shams University ,Egypt,Africa,XL,FC,VH,A,24,364,32.2,292,11.3,701+,1.9,701+,23.1,557,7.5,701+,74.2,418,56.3,219,9.8,672=,21
592,595,Nottingham Trent University,United Kingdom,Europe,XL,CO,HI,A,10.6,601+,15.1,557,10.6,701+,5.1,701+,57.1,333,74,193,84.6,254,12,701+,64.1,245=,21
592,514,Universit_ Bremen,Germany,Europe,L,CO,VH,A,18.5,490,7.7,601+,13.1,701+,24.4,505,46.9,382,26.4,460,89.1,182,1.8,701+,19.9,535=,21
595,542,ITMO University,Russia,Europe,M,FO,VH,A,10.5,601+,13,601+,95.5,59,5.4,701+,20.3,592,36.2,382,65.3,550,1.9,701+,1.2,701+,20.9
596,600,Thammasat University,Thailand,Asia,L,FC,HI,A,24.6,355,19.4,465,26.6,564,2.1,701+,9.1,701+,1.7,701+,41,701+,84.6,103,33.6,416=,20.8
596,661-670,Universitas Padjadjaran,Indonesia,Asia,XL,FO,VH,A,19,476,41.6,228,41.4,378,1.4,701+,34.8,460,2.2,701+,19.6,701+,33.4,381,21.3,521=,20.8
596,491,University of Iowa,United States,Americas,L,FC,VH,A,18.4,493,8.7,601+,41.7,372,19.1,568,15.5,660,3.7,701+,75.6,396,26.6,446,20.8,527=,20.8
596,621-630,University of Ljubljana,Slovenia,Europe,XL,FC,VH,A,19.9,451,9.2,601+,33.3,474,5.9,701+,4.2,701+,9.7,701+,84.8,249,97.6,32,4.9,701+,20.8
596,520,University of Texas Dallas,United States,Americas,L,FC,VH,A,13.1,601+,15.9,537,3.4,701+,43.3,317,9.7,701+,47.4,309,60.4,630,4.9,701+,9.5,678=,20.8
601-610,661-670,Ca' Foscari University of Venice ,Italy,Europe,L,CO,VH,A,19.6,456,15.8,539,5.7,701+,12.7,675,42,408,8.9,701+,64.6,564,12.3,701+,74.5,193=,
601-610,469,Illinois Institute of Technology,United States,Americas,M,FO,VH,B,12.8,601+,11,601+,14.1,701+,35.9,379,19.2,610,97.3,77,18.9,701+,12.2,701+,1.6,701+,
601-610,761-770,King Khalid University,Saudi Arabia,Asia,L,FC,VH,A,16.6,540,8.3,601+,49.8,313,2.7,701+,100,27,18,579,78.3,353,2.2,701+,2.3,701+,
601-610,601-610,"Kingston University, London",United Kingdom,Europe,L,CO,HI,A,17.9,506,15.3,550,5.8,701+,7.6,701+,70.8,280,99.2,56,48.2,701+,12.6,701+,6.9,701+,
601-610,590,Manchester Metropolitan University (MMU),United Kingdom,Europe,XL,CO,VH,A,11.8,601+,12.6,601+,8.1,701+,10.1,701+,42.9,405,37.7,373,91.7,143,12.3,701+,79.6,156=,
601-610,567,National Chengchi University,Taiwan,Asia,L,CO,HI,A,20.1,443,37.8,249,17.1,701+,2.2,701+,26.5,521,21.8,517,13.3,701+,91.1,70,1.6,701+,
601-610,681-690,Paris Lodron University of Salzburg,Austria,Europe,M,CO,VH,A,9.7,601+,2.9,601+,20.8,659,6.8,701+,96.1,137,93.7,101,55.5,687,15.7,640,39.5,371=,
601-610,494,Rensselaer Polytechnic Institute,United States,Americas,M,CO,VH,B,8,601+,8.4,601+,19.7,681,56.6,221,3.7,701+,29.9,430,25,701+,31.4,402,2.8,701+,
601-610,600,Universit_ des Saarlandes,Germany,Europe,L,FC,VH,A,10.2,601+,5,601+,92.2,77,7,701+,4.6,701+,35.9,385,71.4,462,29,428,1.2,701+,
601-610,534,University of Crete,Greece,Europe,L,FC,HI,A,13.9,601+,12.7,601+,2.4,701+,58.7,208,2.3,701+,3.5,701+,57,663,3.6,701+,1.8,701+,
601-610,651-660,University of Hohenheim,Germany,Europe,M,SP,VH,A,8.6,601+,6.1,601+,12,701+,47.5,285,25.2,530,25.9,466,76.9,381,5,701+,19.2,545=,
601-610,575,University of South Carolina,United States,Americas,XL,FC,VH,A,13.8,601+,9.4,601+,9.7,701+,28.3,461,30.4,491,3.2,701+,71.9,451,17.3,611,63.1,250=,
611-620,671-680,American University of the Middle East,Kuwait,Asia,M,SP,HI,C,23.1,388,21.6,428,19.7,682,3.7,701+,100,7,23,501,35.1,701+,5.1,701+,3.5,701+,
611-620,621-630,Asia Pacific University of Technology and Innovation (APU),Malaysia,Asia,S,FO,VH,C,9.3,601+,12.5,601+,62.2,228,1.6,701+,92,177,100,16,6.8,701+,4,701+,1.6,701+,
611-620,611-620,Brno University of Technology,Czech Republic,Europe,L,FO,VH,A,13,601+,29.3,322,25.7,579,7.3,701+,14.8,668,67.3,221,78.8,342,12.7,701+,3.3,701+,
611-620,530,Christian-Albrechts-University zu Kiel,Germany,Europe,L,FC,VH,A,17.7,511,10.8,601+,44.7,346,15.6,625,,,8.4,701+,90,167,14.3,682,23.5,503=,
611-620,,Eastern Mediterranean University,Northern Cyprus,Not Classified,L,FC,MD,A,5.6,601+,2.1,601+,3.5,701+,26.5,480,90.1,190,100,9,55.2,693,24.1,469,1.8,701+,
611-620,595,Pontif_ia Universidade Cat_ica do Rio de Janeiro,Brazil,Americas,M,CO,VH,B,32.4,271,16.2,525,10.8,701+,7.5,701+,12.6,701+,1.6,701+,44.5,701+,68,172,5.4,701+,
611-620,577,Taipei Medical University (TMU),Taiwan,Asia,M,SP,VH,B,10.6,601+,12.5,601+,90.4,84,18.9,571,16,650,13.7,648,22.9,701+,8.1,701+,8.3,700=,
611-620,580,University of Klagenfurt,Austria,Europe,S,FO,VH,A,5.7,601+,3.7,601+,51.3,298,11.3,701+,96,138,87.8,134,35.6,701+,9.2,701+,1.6,701+,
611-620,611-620,University of Minho,Portugal,Europe,L,FC,VH,A,15.6,565,7.1,601+,26.5,566,21,543,15.9,652,14.9,624,83.7,268,8.6,701+,52.1,305=,
621-630,601-610,Abo Akademi University,Finland,Europe,M,CO,VH,A,7.5,601+,4.8,601+,18.9,701+,43.2,319,45.9,390,22.6,510,64.5,567,8.3,701+,6.4,701+,
621-630,601-610,American University in Dubai,United Arab Emirates,Asia,S,FO,HI,C,10.3,601+,16.9,506,25.2,590,1.9,701+,100,81,100,2,4.5,701+,41.3,310,1,701+,
621-630,611-620,Auezov South Kazakhstan University (SKU),Kazakhstan,Asia,L,CO,MD,A,18.5,488,28.7,333,89.5,86,1,701+,12.9,701+,16.2,601,4,701+,3.2,701+,2.6,701+,
621-630,601-610,Charles Darwin University ,Australia,Oceania,M,FO,VH,A,5.7,601+,4.2,601+,4.5,701+,44.2,311,25.4,527,55.2,270,41.3,701+,3.9,701+,63.7,247=,
621-630,711-720,Istanbul University,Turkey,Asia,XL,FC,HI,A,28.1,314,25.3,377,2.8,701+,3.5,701+,5.3,701+,9.9,701+,68.8,500,72.8,146,1.7,701+,
621-630,556,Renmin (People's) University of China,China (Mainland),Asia,L,FO,VH,A,19.5,459,37.3,252,16.3,701+,7.9,701+,6.6,701+,4.9,701+,24.3,701+,81.2,120,9.7,676=,
621-630,651-660,Tallinn University of Technology (TalTech),Estonia,Europe,M,FO,VH,A,12.8,601+,10.2,601+,31.5,502,10.8,701+,60,325,18.3,577,83.3,275,45.6,279,1.3,701+,
621-630,538,Universidad de Alcal,Spain,Europe,L,FC,HI,A,9.7,601+,5.8,601+,60,243,5.6,701+,10.6,701+,44.9,326,77.1,376,7.7,701+,59,271=,
621-630,530,Universidad de Palermo (UP),Argentina,Americas,S,FO,MD,B,10.2,601+,9.8,601+,92.8,74,1,701+,35.6,449,91.9,111,2.6,701+,7.8,701+,,,
621-630,563,University of South Florida,United States,Americas,XL,CO,VH,A,12.9,601+,9.5,601+,8.8,701+,36.3,377,19.9,599,22.2,516,86.7,219,6.1,701+,15.9,581=,
621-630,577,University of Troms The Arctic University of Norway,Norway,Europe,L,FC,VH,A,11,601+,4.3,601+,68.3,190,8.9,701+,69.3,286,7,701+,78.4,349,5.6,701+,10.5,655=,
552,611-620,Al Ain University,United Arab Emirates,Asia,S,FO,VH,B,22.6,397,15.7,543,13.4,701+,5.9,701+,100,1=,100,18,27.5,701+,5.9,701+,5.2,701+,22.5
631-640,631-640,Ajou University ,South Korea,Asia,M,FC,VH,B,13.7,601+,15,558,68.9,187,17.9,584,9.3,701+,24.2,488,18.8,701+,4.2,701+,23.7,500=,
631-640,631-640,Boston College,United States,Americas,L,FO,VH,B,21.3,414,16.2,523,21.2,652,16.6,613,12.5,701+,18.8,571,50.8,701+,42.2,307,7.1,701+,
631-640,621-630,Chang Gung University,Taiwan,Asia,M,FO,VH,B,6.3,601+,4.3,601+,71.6,184,41.9,328,5.1,701+,4.5,701+,27.7,701+,2,701+,13.2,606=,
631-640,711-720,China University of Petroleum,China (Mainland),Asia,L,CO,VH,A,3.4,601+,1.7,601+,8.6,701+,79.7,109,1.7,701+,2.8,701+,24.1,701+,21.1,543,1.5,701+,
631-640,641-650,Far Eastern Federal University,Russia,Europe,L,CO,HI,A,12.8,601+,5.5,601+,96.7,50,1.7,701+,10.8,701+,63.1,239,41.7,701+,5.1,701+,1.1,701+,
631-640,691-700,Inha University,South Korea,Asia,L,FC,VH,B,12.2,601+,14.3,573,77.2,152,10.9,701+,9.7,701+,13.7,647,23.9,701+,13.1,701+,41.4,358=,
631-640,711-720,Savitribai Phule Pune University,India,Asia,M,CO,VH,A,8.9,601+,18.3,483,48.8,320,35.3,381,1.4,701+,2.5,701+,44.2,701+,14.4,677,1.8,701+,
631-640,600,Tulane University,United States,Americas,L,FC,HI,B,9.8,601+,6,601+,84.7,106,9.7,701+,9.9,701+,10.8,701+,75.4,403,26,454,8,701+,
631-640,601-610,Universidad de Concepci_,Chile,Americas,L,FC,HI,B,26.2,341,22.4,418,14.8,701+,6.7,701+,10.6,701+,1.7,701+,61.1,617,12.5,701+,45.9,336=,
631-640,502,University of Portsmouth,United Kingdom,Europe,L,CO,VH,A,8.1,601+,7.3,601+,8.6,701+,15.1,634,74,270,85.3,151,75.4,399,8.9,701+,21.1,525=,
641-650,711-720,Beirut Arab University ,Lebanon,Asia,S,FC,HI,B,17.7,509,14.8,563,19.1,698,3.3,701+,88.5,200,48.2,301,28,701+,38.2,336,1,701+,
641-650,681-690,De La Salle University,Philippines,Asia,L,CO,HI,B,22.6,398,52.4,161,10,701+,4.5,701+,1.9,701+,2.5,701+,22.2,701+,47.4,272,2.7,701+,
641-650,681-690,East China University of Science and Technology,China (Mainland),Asia,XL,CO,VH,A,6.9,601+,3.4,601+,11.8,701+,69.7,156,2.5,701+,1.7,701+,39.6,701+,10.5,701+,2.5,701+,
641-650,761-770,Hacettepe University ,Turkey,Asia,L,FC,VH,A,22.5,399,29.4,318,10.8,701+,7.1,701+,4,701+,3.5,701+,72.1,449,22.2,516,34.8,406=,
641-650,548,Lehigh University,United States,Americas,M,CO,VH,B,5.2,601+,4.8,601+,24.3,603,32.5,404,47.1,380,27.8,447,44.5,701+,29,429,33.3,418=,
641-650,611-620,National Central University,Taiwan,Asia,M,CO,VH,A,21.5,409,28.2,338,22.9,624,14.4,647,11.6,701+,10,701+,30.4,701+,10.2,701+,27.9,462=,
641-650,505,Oregon State University,United States,Americas,L,CO,VH,A,14.6,596,4.2,601+,15.6,701+,33.9,390,11.7,701+,8.1,701+,81.2,306,19.3,574,21.1,525=,
641-650,631-640,Ritsumeikan University,Japan,Asia,XL,CO,HI,B,16.6,539,55.7,148,7.8,701+,3.1,701+,28.4,505,9.6,701+,30.9,701+,3.9,701+,39.5,371=,
641-650,681-690,Soochow University,China (Mainland),Asia,XL,CO,VH,A,6.6,601+,2.6,601+,15.9,701+,63,183,6.2,701+,2.5,701+,47.4,701+,16.8,618,2,701+,
641-650,,Symbiosis International (Deemed University),India,Asia,L,FO,VH,B,5.4,601+,95.6,31,19.7,680,1.8,701+,16.1,648,3.6,701+,16.7,701+,5.2,701+,2,701+,
641-650,761-770,Universiti Tenaga Nasional (UNITEN),Malaysia,Asia,S,SP,VH,C,8,601+,11.6,601+,62.2,227,17.3,593,18,626,65,229,32.9,701+,4.4,701+,9.1,686=,
641-650,586,"University of Missouri, Columbia",United States,Americas,L,FC,VH,A,14.3,601+,8,601+,37.8,423,16.5,615,46.7,383,3.3,701+,66.5,529,30.5,413,12.3,618=,
641-650,621-630,University of the Basque Country,Spain,Europe,XL,CO,VH,A,19.5,461,7.3,601+,32.8,480,19,569,2.4,701+,3.5,701+,90.8,159,22.8,500,7.3,701+,
651-660,575,HUFS - Hankuk (Korea) University of Foreign Studies ,South Korea,Asia,L,CO,HI,B,11.5,601+,21.3,433,81.2,123,1.6,701+,32,484,47.9,302,12.6,701+,1.7,701+,8.1,701+,
651-660,631-640,Palack University Olomouc,Czech Republic,Europe,L,FO,VH,A,15.2,579,13.9,586,29.9,523,8.5,701+,32.7,481,17.8,580,87.3,210,6.8,701+,33,420=,
651-660,701-710,Universidade de Santiago de Compostela,Spain,Europe,L,CO,VH,A,24.1,362,10.8,601+,12.4,701+,17,601,2.6,701+,5.5,701+,78,359,11.3,701+,36.6,393=,
651-660,641-650,University of Houston,United States,Americas,XL,CO,VH,A,12.7,601+,11.4,601+,5,701+,24.6,502,23.9,550,19.8,545,71.6,456,50.3,254,19.7,537=,
651-660,751-760,University of Zagreb,Croatia,Europe,XL,FC,VH,A,16.3,547,7.3,601+,23.8,612,4.1,701+,1.7,701+,3.3,701+,91.6,148,96.9,36,27.9,462=,
661-670,661-670,Aberystwyth University,United Kingdom,Europe,M,CO,VH,A,9.4,601+,5.9,601+,18.5,701+,20.3,553,44.6,397,46.5,316,65.9,541,7.1,701+,44.9,338=,
661-670,545,City University of New York,United States,Americas,XL,FC,VH,A,19.9,452,35.6,266,8.9,701+,4.7,701+,6.1,701+,4.4,701+,93.1,117,22,522,13.2,606=,
661-670,771-780,Comenius University Bratislava,Slovakia,Europe,L,FC,HI,A,12.8,601+,8.5,601+,56,265,3.5,701+,3.8,701+,22.9,505,60.2,631,79.8,123,5.1,701+,
661-670,641-650,Free University of Bozen-Bolzano,Italy,Europe,S,FO,VH,A,5.8,601+,1.5,601+,12.8,701+,42.6,323,72.3,276,37.4,376,49.3,701+,3.4,701+,2,701+,
661-670,711-720,International Islamic University Malaysia (IIUM),Malaysia,Asia,L,FC,HI,A,24.4,358,17,504,13.4,701+,3.1,701+,22.8,561,57.1,258,62.5,598,23,497,1.2,701+,
661-670,751-760,ISCTE - Instituto Universitario de Lisboa,Portugal,Europe,L,FO,VH,A,6.9,601+,5.9,601+,2,701+,47.8,281,18.7,618,49.6,297,49.7,701+,27.2,441,1.5,701+,
661-670,641-650,Memorial University of Newfoundland,Canada,Americas,L,FC,VH,A,7.2,601+,5.9,601+,10.1,701+,28.6,454,23.9,548,78.4,178,74.1,420,12.1,701+,16.9,563=,
661-670,661-670,National Chung Hsing University,Taiwan,Asia,L,CO,VH,A,21.1,416,23,408,25.3,586,11.5,701+,8.8,701+,8.4,701+,32.2,701+,28.4,432,32.1,428=,
661-670,741-750,"Sofia University ""St. Kliment Ohridski""",Bulgaria,Europe,L,CO,HI,A,14.2,601+,18,488,45.7,339,2,701+,3,701+,8.5,701+,61,618,81.8,112,8.9,691,
661-670,611-620,Tokyo Medical and Dental University (TMDU),Japan,Asia,S,FO,VH,A,11.8,601+,6.5,601+,100,9,17.7,586,2.4,701+,13.4,653,21.9,701+,2,701+,1.6,701+,
661-670,801-850,Universidad de la Rep_lica (Udelar),Uruguay,Americas,XL,FC,HI,A,27.1,322,13.7,591,14.2,701+,1.6,701+,7.9,701+,2.3,701+,62.4,599,87.7,89,2.6,701+,
661-670,671-680,University of Manitoba,Canada,Americas,L,FC,VH,A,13.6,601+,15.9,536,29.6,526,12,694,,,43.2,334,73.1,439,32.8,390,16.3,570=,
661-670,561,University of Plymouth,United Kingdom,Europe,L,FC,HI,A,8.9,601+,8.9,601+,11.6,701+,25.9,487,49.8,368,36.2,381,80.1,320,7.3,701+,21.5,518=,
671-680,681-690,Abai Kazakh National Pedagogical University,Kazakhstan,Asia,L,CO,MD,A,26.5,333,22.8,413,53.8,283,1.1,701+,37.8,427,3.7,701+,4.1,701+,12.6,701+,1.7,701+,
671-680,545,Bar-Ilan University,Israel,Asia,L,FC,VH,A,7.8,601+,6.1,601+,7.5,701+,48.1,279,46.4,386,2.7,701+,50.1,701+,22.9,498,4.2,701+,
671-680,661-670,Karl-Franzens-Universitaet Graz,Austria,Europe,L,FO,VH,A,19.9,448,10.9,601+,11.7,701+,10.7,701+,45.4,394,26.1,465,63.9,576,31.9,397,12.3,618=,
671-680,641-650,Kazakh National Agrarian University KazNAU,Kazakhstan,Asia,M,SP,LO,A,19.9,449,16.4,517,85.2,104,1.1,701+,19.6,608,22.6,509,6.5,701+,3.3,701+,2.7,701+,
671-680,611-620,Martin-Luther-Universit_ Halle-Wittenberg,Germany,Europe,L,FC,VH,A,13.1,601+,6.4,601+,80.1,136,7.4,701+,,,8.8,701+,90,168,4.8,701+,6.2,701+,
671-680,691-700,Universidade Federal de Minas Gerais      ,Brazil,Americas,XL,FC,VH,A,32.4,272,8.9,601+,13.8,701+,7,701+,8,701+,1.5,701+,64,573,39.7,324,6.7,701+,
671-680,651-660,University of Haifa,Israel,Asia,L,FO,VH,A,13,601+,5.9,601+,14.6,701+,32.1,409,13.4,699,3.6,701+,67.2,518,22.9,499,37.3,390,
681-690,781-790,China University of Mining and Technology,China (Mainland),Asia,L,CO,VH,A,3.5,601+,1.6,601+,14.1,701+,68.5,159,,,,,52.4,701+,10.1,701+,2.8,701+,
